nDocumento,documento,topico
6143,usairway rylietolbert15 wow wouldnt say,17
6144,usairway bf stuck clt day loung offer free weather suck amp want cri tequila shot,1
6145,usairway tmadcl dont like hear sorri take long get stop send gener respons,3
6146,usairway suck flt 2692 late flight 20 min miss connect thank 10 buck middl seat next flt,6
6147,usairway worst experi time never ever ever travel ever,5
6148,usairway cancel flightl flight pay hotel,0
6149,usairway someth wrong phone system call someon dont play record flight notif us643 late flight,0
6150,usairway hell terribl gate agent three hour wait gate,8
6151,usairway made chang onlin couldnt checkin onlin call 3 hr hold btw shouldnt charg 25,6
6152,usairway nervou flight tomrw key west friendli custom servic,3
6153,usairway call left turn unit answer phone instead rebook usair flight,6
6154,usairway americanair wont even refund flight cancel flightl horriblecustomerservic,0
6155,usairway call drop amp call backanoth 45minhour anoth rep worst cs ever onlin phone amp person,3
6156,usairway fli somewher warm im tire snow,3
6157,usairway hell u left allianc join 1world beyond smart move time start look carrier,11
6158,usairway apolog thin dont even offer hotel voucher strand custom,17
6159,usairway told 40 min wait amp theyd call back alreadi 45 min horribl,6
6160,usairway certain flight cltnyc notion cant rebook custom 48 hour absurd,0
6161,usairway cancel flight 4 flight versac bicep wouldnt stow complet seat front,0
6162,usairway disappoint toll free number terribl custom servic flight cancel flightl would like get home,3
6163,usairway chang fee request month ago one hour phone team im told 120 day backlog aw,6
6164,usairway flt last nght cancel flightedmechprob flt cancel flightedsnow final flt home 1st cl empti amp wont let sit,19
6165,usairway your kill sche flight board 3 min mine arriv gate side airport geniou,8
6166,usairway americanair 9 empti seat open 1st aa1061 upgrad us gold member would love consist polici,17
6167,usairway statu show delay wait takeoff depart certainli didnt 417pm,3
6168,usairway your right fun especi dont much choic lol curvygirltravel,11
6169,usairway rebook flt isnt monday dont get voucher hotel never us airway,2
6170,usairway flt ewr cancel flightl yet flt nyc usairway still fli,8
6171,usairway americanair flight sf nyc made philli ur custom servic tell refund last leg offens,3
6172,usairway told return call human,16
6173,usairway guy need help reserv tri call im told call late flightr pleas help,2
6174,usairway phlairport cancel flight flight due weather problem wait luggag 4 hour must deliv,0
6175,usairway comin clutch send charlott home h8 u americanair except wayn u real g thankjesu thankm,19
6176,usairway everi time tri line disconnect bc system say mani call glad screw matter much,3
6177,usairway anoth hour gone amp sit snow serious,8
6178,usairway alreadi travel live help take 34 week repair pay ship tx,1
6179,usairway americanair said open one,1
6180,usairway found check info pleas dm help fix 33,13
6181,usairway book hotel night find room midnight say bag plane cant 23,2
6182,usairway ridicul delay husband flight amp made miss connect told leav bag sent 13,6
6183,usairway tweet team americanair inform problem never sent bag yesterday,3
6184,usairway tell polici preboard small children still thing,12
6185,usairway baggag system hung twice mani caller need find husband sweetingr bag,1
6186,usairway havent eaten day either lem get cc buy burger across termin dobett usairwayssuck,11
6187,usairway look forward wait hold 9 hr reschedul flight bunch idiot work airlin,2
6188,usairway guy straight suck ass,8
6189,usairway still effin wait weather delay engin troubl lack crew shit,18
6190,usairway mile expir 229 could take someon 10 day respondi 150000 mile lose iusair,15
6191,usairway tri week book multi citi award trip cant book onlin im told call back time,6
6192,usairway pay 275 fli damn plane one announc crew let know wan na refund,18
6193,usairway beg differ 4 thing book wrong still fix get act togeth usairsuck,12
6194,timbennettg3 usairway cancel flightl 4532 sch departur 838 wasnt snow yet flight still leav fail,14
6195,usairway half ass plane fall apart one tell famili love dobett,3
6196,usairway 7th circl hell right dmv noshadetothedmv,19
6197,usairway thank seat doesnt reclin im shock im ask serv everyon drink plane dobett,3
6198,usairway three week sinc specif told would get call back folk az keep patient,2
6199,usairway unbeliev 2 consecut day cant get person hold 2 hour still go,2
6200,usairway cut pregam time go kentuckymbb,1
6201,usairway what seat assign polici let us choos seat chang us two week late flightr,2
6202,usairway ye februari bad weather happen everi winter guy dont busi sens forecast im loss,0
6203,usairway call twice record say deliv apt,1
6204,usairway dont time take amtrak home call partial refund,6
6205,usairway 4 hour hold final cancel flight ticket stick delta expedia allow easi onlin cancel flightsrefund,0
6206,usairway hold time book award travel gold statu 4 hour count 4 day call usairwaysfail americanair,6
6207,usairway cancel flightl flight pay hotel,0
6208,usairway baggag lost last night call us airway bag nobodi answer phone badcustomersrvic whereismybag,13
6209,usairway flight cancel flightl cant reach anyon phone ticket agent safe assum wasnt rebook,0
6210,usairway americanair bag so iti lost 24 hour poorcustumerservic,13
6211,usairway americanair way reserv veg meal onlin flight brazil tomorrow ive onhold 1 hour,0
6212,usairway rebook miss flightnev call didnt check email cont,16
6213,usairway so bag,3
6214,usairway hold 39 minut count month old chang fee refund request funer pathet,6
6215,usairway 5 flight cancel flightlat final get flight get gate time amp youv given seat away serious,6
6216,usairway american eagl plane your use clt rdu disgust asham disgust ew,10
6217,usairway undermin intellig custom ignor complaint copi past can respons usairwaysfail,15
6218,usairway provid poor custom servic respond complaint copi past templat flight unrel flightd complaint usairwaysfail,3
6219,usairway ive hold 2 12 hour easier way cancel flightget refund,6
6220,usairway enorm line custom servic two agent kind servic,3
6221,usairway inexcus behavior gate agent sorri isnt enough flight850 cltbna,8
6222,usairway chose flight time sensit arriv drop ball give clt 667 good way lose busi,6
6223,usairway im tri cancel flight flight within 24hr window hold hour altern dial,0
6224,usairway ive hold hour tri chang flight come,2
6225,usairway happen flight take cancel flight that issu dont want pay inaccess,0
6226,usairway im assist marccop alreadi rebook agent rude unhelp discourt frequentfly appal unaccept,11
6227,usairway ridicul clt miss connect flight chuckhol runway shame 11,0
6228,usairway look flight tri book 3 day gone guess someon got thank keep fail,5
6229,usairway one clt know runway issuesmi inbound flight one delayedconnect left without menow im stuck,1
6230,usairway flight 850 rude rude rude servic aw,3
6231,usairway cancel flightlat pbi pax dca sent 4 differ line aal awe help,13
6232,usairway still need stay hold,2
6233,hey usairway base number retweet like fb post nice know im alon frustrat guy,3
6234,usairway seem airlin without dedic line statu member,13
6235,usairway learn although travel polici waiv chang feeyou still charg 25 reserv fee,6
6236,usairway one americanair cant use american mile,3
6237,usairway cant sapphir member reach anyon phone,1
6238,usairway gold desk quot 900 rebook due weather buy first seat flight 440 hold 45 min,0
6239,usairway prof_solut prepar 3 hour hold time,2
6240,usairway sadli word dont repres compani action talk cheap,17
6241,usairway tri cancel flight flight urgentlyget hung twice sweet refund polici,0
6242,usairway seanvros sean keep mind callplan hold 3 hour,9
6243,usairway owen f dca gate 42 rude,8
6244,usairway worst custom servic usairway call month book flight poorcustomerservic usairwaysffly,5
6245,usairway hold 30 minut amp count cancel flight reserv book within 24 hour conf code f6dk04 xzmscw,8
6246,usairway thank 5 hour flight pit phx zero entertain guess quarter million mile delta,3
6247,usairway get extend hold time due weatherbut 212 hour hold count help,2
6248,usairway offici time call 3 hour 10 minut must add 7 minut reserv agent extrem profession help,2
6249,usairway im current miss basketbal game due lost bag polici terribleservic wheresmyrefund,13
6250,usairway flight attend jerk,3
6251,usairway easili ridicul experi tri spend money compani,3
6252,usairway told softwar bug told call back system busi handl call clown shoe,6
6253,usairway hold reserv 30 min alreadi worstairlin,8
6254,usairway 3rd issu plane fuel leak let us know soon decid getmeoffthisplan ineedab,10
6255,usairway franchise02 friend hold 15 hour still count,2
6256,usairway flight 813 dca clt stuck wait clt atc cmon faa miss flt 826 clt mbj hope rebook 816,2
6257,usairway tri checkin onlin say callnow ive hold 2 hourswhat,17
6258,usairway long go make us sit plane repair could least get beer,2
6259,usairway ive hold approach 2 hr issu chang ticket onlin frustrat,0
6260,usairway hold 1hr 30min will hang long franchise02 americanair answer 7 min u 1 yet,1
6261,usairway 2 hour 7 minut want know im still queue,2
6262,usairway check st loui rude even tsa nicer,14
6263,usairway disappoint least could give us access admir club hour flight wed,11
6264,usairway paid upgrad first class went admir club phx airport turn away flight cun mc,0
6265,usairway pleas post wait timehav hold two hour,2
6266,usairway say friend miss flight clearli sat next plane amp your cancel flight flight home wtf,0
6267,usairway anyon even respond social media aw,17
6268,usairway im vacat last thing want anyon even answer phone,1
6269,usairway fuck hate custom servic ive hold morn tri figur cancel flight flight,3
6270,usairway dca rsw 830am cancel flightl rebook charlott cancel flightl rebook selv onlin,0
6271,usairway find email address regard reativ dividend mile noth websit,1
6272,usairway baggag drop phl bc incred back unaccept servic,16
6273,usairway tri 2 fli frm dca srq visit famili member hospic 4532 cancel flightl someon assist,0
6274,usairway dont want reserv chang ad servic go public get help,3
6275,follow pleas note usairway take custom servic call respond help via soc media dontflyusairway,16
6276,usairway checkin phlairport shitshow agent behind counter tri send wrong destinationrud,15
6277,usairway sit runway phl last 30 min correct weight flight arent system jobfail,8
6278,usairway guesstim hold time cant chang flight onlin 45 min count,6
6279,usairway tri chang flight due nyc travel advisori onlin system cancel flight entir flight hold 1 hr,0
6280,usairway ye manner done harsh affect alreadi check remors weak altern,13
6281,usairway told work joke fail,5
6282,usairway incap seat 2yo mom togeth toddler row fail cnn,4
6283,usairway bump peopl flight ten minut takeoff flight overbook fail,2
6284,usairway call window seat airbus321seat14fproblem,13
6285,usairway number call modifi reserv pleas help frustrat american us air merger,2
6286,usairway youv complet ruin pro athlet abil prepar race wont help get bike need dr,3
6287,usairway cool sweetingr told cant rerout bag told leav last night need race,2
6288,usairway quick let board plane sit runway 2 hour clockwork scareway neverfail aumilo1,18
6289,usairway also get excit he go unabl contact destin get talk,3
6290,usairway flight 705 fracat odd zigzag movement frankfurt everyth ok,15
6291,usairway pretti hilari want sweetingr finish aw experi someth make right,8
6292,usairway u would think u go cancel flight flight youd rebook seat someth last row usairwaysfail,8
6293,usairway onlin clearli state say call re alreadi explain,3
6294,usairway deal w fam emerg told rebook aa flight 4297 ord system need help asap,6
6295,usairway umm defin extra time,8
6296,usairway oh ye load time run connect flight delay 90 minut,8
6297,usairway hey bag damag fli yesterday,17
6298,usairway americanair flight 849 four subsequ delay destroy travel plan even look resolv matter,3
6299,usairway 7 pm still bag,13
6300,usairway congrat youv lost custom good made unit weather chang free5 min guy 2 hr hold amp 25,6
6301,usairway suppos call internet desk especi sinc reserv told directli call main 1800 number,6
6302,usairway u lose flight plan ur flight crew faa time thx havin us sit tarmac hr pathet,17
6303,usairway ive hold 75 minut wait talk someon flight tomorrow anoth number call,2
6304,usairway despic flight plan lost weve sit tarmac hour 45 min flight,6
6305,usairway help updat ktn profil ticket book via aa amp info didnt get pass ive hold forev,3
6306,usairway your honor mile unit travel last year,3
6307,usairway eventu given flight memphi taken origin flight bc check father,2
6308,usairway heck one get internet desk author waiver would involv hold anoth hour,1
6309,usairway suppos discuss matter comput badcustomerservic airlin dividendreward,3
6310,usairway gt250k mile usair last four flight good airlin much improv bill issu seat legroom air servic,3
6311,usairway say call connect get song danc weather weather bad 3 day call 2 day wasteoftim,16
6312,usairway realli tri alreadygot messag avail next idea,6
6313,usairway im glad your sorri im homeless night make feel secur,3
6314,usairway meantim ill sleep park bench dadeland st thank guy,3
6315,usairway wonder miseri consid damag breach contract lawsuit lawyerup,11
6316,usairway wait book along hotel nearbi sent anyway hotel manag disbelief,2
6317,usairway point told sold voucher wasnt fast enough,8
6318,usairway kind gentleman gate tell go left get hotel voucher ticket gate took 20min get,2
6319,usairway stori start two hour delay flight make miss connect miami,16
6320,usairway best think lousi way run airlin onlin way connect hold 2hr amp zip,3
6321,usairway flight schedul 730pmtold 150am flight cancel flightl sit cold plane 2 hour,0
6322,usairway refus compens passeng inconvenienc wouldnt even rebook anoth airlin disappoint,0
6323,usairway tell wait 90 min charg 25 phone chang fee even tho wasnt allow make chang onlin,6
6324,usairway stephenrodrick team need build capac,11
6325,usairway write cr sure good itll custom servic experienc horribl,3
6326,usairway 1st x told travel advisorynow two hr hold amp disconnect fl bhm charlott phl wont gohelp,2
6327,usairway made 30 call usair today merg aadvantag dividend mile time say call back late flightr 30timesenough,16
6328,usairway fuck,16
6329,usairway im dump dividend mile card forget airlin exist ridicul theworstairlineev,1
6330,usairway dirti damn plane take hour get plane clean refund mile wasteoftim theworst,2
6331,usairway worst custom servic ive ever experienc ill never fli airlin ever pay sleep philli fuck,5
6332,usairway ever sit hold lose track time,8
6333,usairway us air asham servic hold hour help repres reschedul due weather,2
6334,usairway hold hour frustrat suspect oper come day like winclement weather,8
6335,usairway worst hold time crazi agent horribl account usairsuck,8
6336,usairway websit wont let chang onlin even though airlin issu travel advisori hold 50 minut help,2
6337,usairway alway go happen airbu boe custom servic,3
6338,usairway tri chang flight airlin travel advisori hold 45 min help,6
6339,usairway would less annoy road condit werent get wors everi min u keep passeng captiv good reason,17
6340,usairway liter worst fli experi life flown lot,5
6341,usairway purchas 49 upgrad flight 2 week ago gave someon els receiv refund sop,2
6342,usairway figur 2 cancel flightl flight past week come home 2 hour delay cart pull plane broke,0
6343,usairway 45 minut hold help,2
6344,usairway transfer 4x pleeeeeeeeas help,0
6345,usairway flight 3797 treatment passeng atroci 2 hour delay deplan given direct,18
6346,usairway sympathi offer hold reserv monday night that pretti awesom ask,6
6347,usairway express disappoint reserv depart treatment sailor deal death famili,3
6348,usairway talk supervisor jeanin couldnt help 45 minut talk noth,8
6349,usairway thought unit worst airlin nah guy far wors delta decent airlin,5
6350,usairway keithlaw flew us air first time yesterday got proposit flight attendanttru stori creditcardsal,14
6351,usairway 13 year naval servic run travel depart command,3
6352,usairway us airway websit doubl charg peopl book flight appar ive never book twice,6
6353,usairway alreadi tri conf via dm,13
6354,usairway new slogan dont want arriv time pick us,1
6355,usairway crazi treat mom poorli happi usairwaysfail,8
6356,usairway werent abl without reflight book problem recharg amount plu 25 fee help phone spoke 2 agent amp jeanin,17
6357,usairway send email detail late flightr thank respond,3
6358,usairway last time use airlin promis,8
6359,usairway americanair mention im silver prefer member fli everi week alway even meal voucher,3
6360,usairway need chang div mile ticket travel start due weather advisori told possibl unless flight cancel flightl anyhelp,0
6361,usairway americanair suppos get fresno pittsburgh 10pm instead im get 4pm tomorrow,2
6362,usairway americanair im stuck airport fresno tri beat storm pittsburgh guy offer noth horrid,6
6363,usairway hello question phone line jam,16
6364,usairway americanair u worst airlin ever figur merger dontmakemegooutsid,5
6365,usairway follow experi,3
6366,usairway americanair incompet,3
6367,usairway next plane broken seat row anoth hour delay mad,17
6368,usairway make purchas take money dont reservationexplain,3
6369,usairway americanair thought u merg usairway suck worstev,8
6370,usairway 2 hour hold issu still resolv hope make flight 12 hour everi minut talk 20 minut hold,2
6371,usairway worst custom servic experi ever today get togeth,3
6372,usairway know folk use airlin doesnt custom servic ever matter realli hate complain brutal,3
6373,usairway im plane sure mean sit one stori failur anoth fli guy,3
6374,usairway still wait brokenpromis notnic neveragain tellyourstori,15
6375,usairway team terrifyingli rude young mother amp babi tri check flight phx jwa help,3
6376,usairway americanair,3
6377,usairway rudest crew member experi throw shade call custom reachingnewlow,13
6378,usairway americanair termin e miami still worst smelli airport ever thank noth,5
6379,usairway amp told ask mani question bag might still flight 413 easi check land seattl,6
6380,usairway cancel flightl origin flight aruba way home told dont seat never fli usairway,6
6381,usairway go flight last week delay alreadi 45 min think 715 leav phl 115 waitingagain,7
6382,usairway misjudg deliber strategi seen multipl time usair make staff life easier expen passeng,3
6383,usairway delay 1851 need extra 5 min make 1769 would appreci littl help week,6
6384,usairway stuck tarmac hour half told longer go hotel avail land phoenix unaccept unhappi,2
6385,usairway happen worstairlineev also mari burrough worst custom servic rep ever yourairlinesuck,5
6386,usairway technic issu ineffici comput triag system person compass oper sad exampl sad compani,5
6387,usairway suck ruin day vacat isnt even june,1
6388,usairway mayb prepurchas meal email flight 9 min short 3 hour guess none offer,6
6389,usairway yep check gmail promot folder regularli,15
6390,usairway thank noth,5
6391,usairway 2 bad plane amp 3 gate chang lot exercis travelfail let hope plane work im tire,2
6392,usairway good info alreadi sign option none sound like appli miss email,16
6393,usairway faster way get columbia sc make stay clt night delay flight,2
6394,usairway american pleas get plane togeth go jetblu,2
6395,usairway might went confirm pleas wait form,13
6396,usairway found tix secur code work tri dozen time,3
6397,usairway nightmarish custom servic elit member im appal,3
6398,usairway never given number elit usair aa wait 3 hour answer seat gone,6
6399,usairway get bag e gate b gate charlott airport 6 pm flight late flight caus yall ill ride us life,2
6400,usairway noth import told wait americanair line patiencerunningout,8
6401,usairway americanair someon pleas tell talk getittogeth findurgrip,3
6402,insult usairway americanair offer non requir 50 voucher goodwil offeringat least bag fli round trip,3
6403,usairway travel advi nyc phil pa winter weather us air hasnt post one yet still chang flt wo pen,2
6404,usairway im tri request miss mileag keep say cant flight 213 say call number,17
6405,usairway flight 413 carryon missingstollen plane left gate worst custom servic doesnt seem anyon concern,18
6406,usairway check plane everyon board plane piss,18
6407,usairway link didnt work via mobil,3
6408,usairway wish luggag 2 day pay way st thoma san juan spent extra mess,6
6409,usairway get,8
6410,usairway americanair run show airport board pass say us airway wait american line yousuck,2
6411,usairway cant book flight prn websit,0
6412,usairway ridicul planebroken cant wait board one home 5 hour late flightr neverontim brutal paymytab,2
6413,usairway sinc mainten problem miss flight crew equal delay due weather im confus sinc sunni sky,18
6414,usairway keep call help line 800 4284322 keep say busi help amp call back late flightr week,16
6415,usairway would like watch video loyal custom realli treat ask explan 6 hour delay,3
6416,usairway lie said email delay due weather sky clear citi depart,0
6417,usairway look delta made right call cho pleas evalu,19
6418,usairway check day cho need ad pleas evalu,13
6419,usairway anoth squash flight share seat anoth passeng notmi idea qualiti travel,0
6420,nrhodes85 look anoth apolog fli usairway,5
6421,usairway pain hold realli 25 minut chang flight,0
6422,usairway yep sent bag philadelphia instead miamii caught itthen told flight chang tomorrow wrong fail,6
6423,usairway right use shuttl ticket lga bo shuttl flight probabl gon na miss 4pm,0
6424,usairway need get human what fastest way achiev get comput,3
6425,usairway bat 1000 four flight month four delay,17
6426,usairway amp also told comp upgrad etc reflight book problem good enough usairwaysfail,3
6427,usairway 4 tomorrow miss meet today amp pointless 2 pay hotel today purpos trip screw,3
6428,usairway merg aa dividendmil yield error _exact_ step navig phone menu get comput,1
6429,usairway 2066 plane pbi clt knew frozen water also saw plane nyc take gate next door,2
6430,usairway next flight delay well 5238 charlott luck,8
6431,usairway fight delay 3 hr mco im stuck philli standbi ticket flight 4009 solut need,0
6432,usairway know like gate 35x nationalairpor nothini like nothin bout yo ghettofab gate usairway,19
6433,usairway ive tri call 3 time past 3 day keep get told call back someon pleas help,2
6434,usairway gate agent clt forc check bag z1 amp proceed allow larger bag huge inconveni travel plan,5
6435,usairway worst custom servic ticket 180 fee 200 worth accommod given circumst bo,6
6436,usairway see respons obvious think servic accept customerservicefail,3
6437,usairway sincer sorri sean reserv work hard answer everyon call appreci patienc fals,3
6438,usairway wasnt weather morn awe1701 divert back bo due mechan issu far lost one 3 day,13
6439,usairway contact 3 peopl still answer keep send expedia keep send,8
6440,usairway americanair one appreci sass gate agent gate c38 lga flight us626 irrit custom,3
6441,usairway get stop send email ex boyfriend account dont care mani point,3
6442,usairway seat phone iwa told get error msg due paid 1st class upgrd told check 12amsound right,2
6443,usairway wait bag 25min phl bag claim,8
6444,usairway flight alreadi think airlin flight attend actual emphas vape still smoke,0
6445,usairway call volum high best answer hang,16
6446,usairway ye lost whole day frustrat poor custom servic,3
6447,usairway sadden first tweet ever complaint custom servic,3
6448,usairway tri check onlin flight tomorrow tri comput tablet phone got error messag devic,6
6449,usairway americanair merg mile account site tell info dont match even though cant find differ,17
6450,usairway ye go pick pay 40 cab ride rude employe poor custom servic,3
6451,usairway staff lax realli mess one fail scan suitcas tag,1
6452,usairway happi start trip cancel flightl flight poor customerservic,3
6453,usairway im glad spend hour tri track basic inform alreadi avail,0
6454,usairway call btv desk inform exist system dont make easi custom access,3
6455,usairway websit give correct info said bag miami key west entir timei got run around 2 day,13
6456,usairway hold 45 minut speak 2 ladi airport counter gave,2
6457,usairway want find bag wont go hassl tri claim suitcas usairwaysfail,3
6458,usairway liter say case open good,17
6459,usairway sorri tri 2 add day 2 vacat 200 charg 2 chang flight,6
6460,usairway two women workng phl bag check term c 1130 et fire rude pushi treat custom disrespect,10
6461,sarahpompei dont bother wast time usairway send u form letter amp let u choos gift certif worstcustomerservic,3
6462,usairway flight push back 235pm departur,6
6463,usairway trip ur save grace ur cheaper flight will pay 4 bttr servic bttr airlin,7
6464,usairway horribl experi key west lost luggag call check amp told call back reconsid flight back,13
6465,usairway need destin lunchtim today one could get us flight ive sinc learn delta one,3
6466,usairway delay im charlott big surpris,8
6467,usairway cancel flightl flight 50 person line one agent help rebook couldv hand one better,3
6468,andrewf hold hour amp told usairway done will apolog stillnotonmyflight,5
6469,usairway happen flight 1701 bo phl daughter fiancé stuck bo,0
6470,nrhodes85 isnt funni usairway apolog doesnt actual take step 2 go amp beyond custom notimpress,3
6471,usairway 2133 flight cancel flightl rebook 2pm flight time take ill spent 5 extra hour dca,0
6472,usairway weve sit plane almost hour wait fuel shouldnt done b4 got,2
6473,usairway get free mimosa compens flight delay yet thx,18
6474,usairway get ur act togeth start treat ur passeng w kinder sanit plane take page delta perhap,2
6475,usairway joke stop lose luggag,7
6476,usairway ive hold 35 min sort reserv sync messag tri check what wrong,6
6477,usairway idea custom servic mean custom mess plan dont treat like big deal,3
6478,usairway still hold 1 hour 45 minut count platinum care problem check care,2
6479,usairway littl help two gate agent tri rebook flight 1707,8
6480,usairway respect stress merger one rep reschedulereplan 15 ppl alreadi late flight youcandobett,1
6481,usairway flight fll told take train back pbi get car train pbi,13
6482,usairway fli quit bit difficult commun agent let peopl know what happen arrang made,17
6483,usairway handl phone unfortun wipe entir trip im displeas,8
6484,usairway head nyc clt funni hear phone ring entir plane groan happen twice,8
6485,usairway alreadi let know sent 4 complaint got call back final asleep return call back,13
6486,usairway flight werent morn 4 flight 2 thursday 2 monday turn tuesday,6
6487,usairway spoke custom servic rep rude curt transfer etern hold sad badservic mergerdisast,3
6488,usairway custom servic nightmar hold 1 hour im platinum member aa feel like worthless,5
6489,usairway never let everi singl flight get delay,3
6490,usairway sit ground charlott gate comm flight deck great happi friday hope make connect,8
6491,usairway ive stand crowd bu past 30 min dcapit help americanair,3
6492,usairway thank cant flight cancel flightl mainten reason next avail flight late flight,0
6493,usairway ye rebook next day wed thank upset lost 2 addit work day paid hotel lose,13
6494,usairway suppos need tweet everyon horribl airlin take notic let tri rout,3
6495,usairway 835 fix asap,16
6496,usairway felt could better make email feel littl less dont care autom,3
6497,usairway americanair cancel flightl flight back holiday gave refund 851ticket phl ewr realli,0
6498,usairway im log flight book problem need add api travel state see,6
6499,usairway plane 100 degre burn complet illeg,8
6500,usairway fuck kid,11
6501,usairway site tarmac philli anoth 15 minut lame sorri doesnt help terribl,3
6502,usairway damn delay,3
6503,usairway would nice pull gate still sit,8
6504,usairway app worst one airlin cant anyth origin flight time gone useless,1
6505,usairway complet wast work day thank bad servic bad friday,3
6506,usairway also great tweet complain inperson help need robyn f manch useless,1
6507,usairway youll receiv long amp detail complaint letter soon long stori short never fli usair,3
6508,usairway thank make miss connect get rebook miss miser day start day 430am noth,13
6509,usairway need learn oper sit plane overnight gsp realiz there mech problem delay flight 3 12 hour,18
6510,usairway flight delay amp close door tell us would leav hour half bad bad servic,2
6511,usairway would give us option get plane instead sit hour half knew gate,2
6512,usairway overflow armrest leg sprawl refund choic grossedout,7
6513,usairway noth avail male flight crew nicedismiss big guy standbi probabl didnt even pay choic,18
6514,usairway well told sit plane hour option get,2
6515,usairway want hang plane day travel get work done turn right back around unaccept,2
6516,usairway doesnt seem like bc team fail scan bag lax recycl bagtag number doesnt help usairwaysfail,5
6517,usairway complet wast day trip work turn sit plane day ridicul,8
6518,usairway given option get plane sit time longer actual flight,6
6519,usairway plane move ice move end runway sit lga one runway open,8
6520,usairway noth avail male flight crew nicedismiss big guy standbi probabl didnt even pay,8
6521,usairway set lawsuit way sit plane hour half,8
6522,usairway want sit plane dca lga hour half longer flight,0
6523,usairway unaccept im go day day sit plane mention air,3
6524,usairway move plane end runway us sit hour half didnt even let us,2
6525,usairway hi somebodi avail help refund unbeliev phone w us 7 hr 4 day,6
6526,usairway plu us airway need someth left philli thaw,2
6527,usairway order scotch amp water fa ask want full glass half 60 yr old first time ever ask,1
6528,usairway yeah mark like mile back also hour late flight thank ton great servic today,2
6529,usairway got 1 drink fa sat jump seat crossword glass pick land lazi servic 4 first class,0
6530,usairway paid choic seat choic big man next seat oldseatnocushion worstflight nohelponboard,11
6531,usairway first class snack basket cater drink preflight drink coathang 1st drink servic 50 min take,18
6532,usairway told us last night ground stop ohar four hour obama land stop blame someon els,2
6533,usairway 428 delay due frozentoilet medicalissu mechanicalissu dispatchissu weve heard letsgo,4
6534,usairway abl mean privat convers help w luggag wont fit overhead,17
6535,usairway worst 45 minut delay boston weather relat flightd go miss connect flight gass plane issu,18
6536,usairway worst still havent left everyon miss connect,6
6537,usairway today flight philadelphia littl disappoint unnecessari delay even snow fl,18
6538,usairway tri book flight use mile 3 straight day 210 min phone still havent talk human,6
6539,usairway gon na miss connect flight delay fli boston,3
6540,usairway flight 1839 wait weight balanc info past 30 minut,2
6541,usairway thank take flight board provid updat flight 26 minut late flight,2
6542,usairway never wors experi life,3
6543,usairway rebook cancel flight flight crew expir board unaccept start delay 130pm,18
6544,usairway 7 hr strand dcazero apolog worst custom servic faith travel 15 year,5
6545,usairway respons doesnt correct fact pilot fail keep passeng updat,3
6546,usairway dca 5 pm still 3 due mechan issu lack snack plane absolut wors experi,18
6547,usairway 1838 almost 5 hour late flight due mechan,18
6548,usairway never fli usairway horribl experi terribl custom servic,3
6549,usairway unaccept knew pilot wouldnt abl complet trip wast time,8
6550,usairway three plane flight 1907 still havent left ground bad servic sad,2
6551,usairway told offload captain hour terribl experi,3
6552,usairway load onto plane 4 hour late flight mind made sit 40 minut,2
6553,usairway load us flight captain hour could fli one consecut period unaccept,2
6554,usairway offload plane ridicul,8
6555,usairway actual true get seat onlin big hassl polici total dishonest mislead faa,3
6556,usairway seem unlik without crew board us,0
6557,usairway that incorrect four peopl last flight night bag horriblecustomerservic,2
6558,usairway fact make custom pay 15 choos seat tri convinc use psycholog trick color,3
6559,usairway ill addit review blog agent pleasant experi less,3
6560,usairway new seat assign servic embarrass airlin custom worldwid shameony usairwayssuck,3
6561,usairway worst experi ever guysse blog tomorrow experi mayb help make better,3
6562,usairway freez bu circl,1
6563,usairway pleas explain plenti time sinc im strand,0
6564,usairway doubt 1121p amp r still held captiv ground dca littl commun front would b nice,3
6565,usairway cost 900 chang 100 ticket cost 150 purchas new ticket,3
6566,usairway 3935 sit freez bu nobodi plane,2
6567,usairway alreadi spoke someon sever time matter one sympathet fli us home earli complimentari,2
6568,usairway doesnt want get home,3
6569,usairway dont stand alon bought tix base usair confirm flight good confirm chang anyway,3
6570,usairway dcagthpn u r prof hostag takersw stood bu 2 plane 25 minnow sit plane mvmt amp 1 announc 4 gt hour,9
6571,usairway bet dont im pay custom know check flight delay thank,3
6572,usairway cant even use return flight home chang fee charg expens forc purchas new ticket,0
6573,usairway oh great 5 hour delay get sit plane anoth hour without move flight 1137 aw,18
6574,usairway that 1st sorri receiv compani least could fli us home earli extra charg,2
6575,usairway never fli guy extrem disorgan mani delay,17
6576,usairway buddi current delay 35 hour count dca way cae golf week compens flydelta,6
6577,usairway flight 890 delay flight 5136 miss connect help,6
6578,usairway flight connect 1857,6
6579,usairway even simpl googl search flight number tell gate wont difficult sure disappoint,17
6580,usairway ye sure guy dont know gate occupi keep us wait,8
6581,usairway wow mile program ripoffquick ticket fee 75 hope end unemploy,3
6582,usairway bo gt dca delay need stop file complaint faa consum affair,15
6583,usairway sit tarmac wait deplan 40 minut level servic ive come expect,8
6584,usairway gladli take loyal custom money caus inconveni noth help fix problem caus,16
6585,usairway least could make caus ruin peopl memori asham,0
6586,usairway 1st late flight plane miss flight crew mainten problem gate switch 4 time call custom servic,18
6587,usairway due expens chang fee either airlin chose could screw us strand help,0
6588,usairway cant afford intern chang fee rebook trip want go home turn cant afford go home,17
